#OTU_IDs	trait1
Bogoriella_caseilytica-_-Y09911--_HIK_0088_T	1.7025318664319358
Oxalicibacterium_solurbis-_-AB681897--_NBRC_102665_T	1.9312897402234106
Thalassotalea_algicola-_-MN822801--_M1531T	2.883422394312305
Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	1.4209802924141866
Nocardia_elegans-_-AJ854057--_IMMIB_N-402_T	1.1824600599020236
Nocardia_artemisiae-_-GU367157--_YIM_65623_T	2.115182513537793
Myroides_ceti-_-AM292800--_454-2_T	3.1115014480646224
Gloeomargarita_lithophora-_-CP017675--_D10_T	2.5645954001570126
g__207244	1.0175452947088037
Micromonospora_echinaurantiaca-_-X92618--_DSM_43904_T	1.6799061031307188
Sunxiuqinia_rutila-_-AB851476--_HG677_T	3.271735980342553
g__2894767	1.670135830085423
g__2894762	2.5505875027195843
g__2820419	1.3537802336215692
Litoreibacter_halocynthiae-_-JX644172--_P-MA1-7_T	1.9801952209290454
Hymenobacter_defluvii-_-KY883691--_POA9_T	1.7206381062455838
Coraliomargarita_akajimensis-_-CP001998--_DSM_45221_T	3.4565575379712588
Qipengyuania_sphaerica-_-MZ749498--_GH29T	0.7086961643480757
Burkholderia_ubonensis-_-AB030584--_GTC-P3-415_T	0.8534258263287164
Methanotorris_formicicus-_-AGJL01000032--_Mc-S-70_T	1.6090132176740117
Corallococcus_coralloides-_-AJ811588--_DSM_2259_T	1.2997496065045935
Chitinophaga_costaii-_-KC922450--_A37T2_T	3.28586391957188
Belnapia_moabensis-_-AJ871428--_CP2C_T	2.162971344623081
Komagataeibacter_hansenii-_-X75620--_NCIB8746-_LMG1527_T	0.7373332682231364
Enterocloster_bolteae-_-AJ508452--_16351_T	2.0980167390900295
Janibacter_hoylei-_-FR749912--_DSM_21601_T	1.5869209129143866
Dietzia_aurantiaca-_-FR821260--_CCUG_35676_T	1.7384177329542856
Flavobacterium_lacisediminis-_-OP422636--_TH16-21T	2.3591566770532197
Lysobacter_erysipheiresistens-_-KT001243--_RS-LYSO-3_T	2.7073293876358617
Dickeya_poaceiphila-_-MT226771--_NCPPB-569_T	1.0429143938970582
Paraburkholderia_pallidirosea-_-KP938221--_DHOK13_T	1.3677035360078706
Kaistella_daneshvariae-_-CP034158--_H3001_T	2.0660556095489397
Paenibacillus_agarexedens-_-AJ345020--_DSM_1327_T	2.6290218045459657
Mesorhizobium_sangaii-_-EU514525--_SCAU7_T	1.2317215961014887
Marinobacter_vulgaris-_-KY344788--_F01_T	2.071694349402005
Halospirulina_tapeticola-_-Y18791--_CCC_Baja-95_Cl.2_T	2.7990394527821176
Psychrobacter_pocilloporae-_-KT444699--_S6-60_T	2.9664293819356735
Streptomyces_parvus-_-DQ442537--_NRRL_B-1455T_T	0.7594819122210882
Pelosinus_fermentans-_-LK391729--_DSM_17108_T	0.8421850724627848
Paraconexibacter_antarcticus-_-ON814778--_02-257T	4.53743424574534
Vogesella_amnigena-_-LK056648--_Npb-02_T	2.363469059988278
Thiothrix_unzii-_-L79961--_A1-_ATCC_49747_T	4.38931961865292
g__53460	1.4728627080126377
Marinobacterium_boryeongense-_-KX832989--_DMHB-2_T	4.3424128889488856
Halobacillus_karajensis-_-AJ486874--_DSM_14948_T	1.7862514374142178
g__2822114	2.1385898078850336
Thermophilibacter_gallinarum-_-MN055918--_ClaCZ62_T	1.9571641203657344
g__422440	1.6895453371386673
Actinomadura_xylanilytica-_-FR692101--_BK147_T	1.4014211958271003
Thermodiscus_maritimus-_-X99554--_S2_T	1.8803811704315185
Roseibium_marinum-_-AY628423--_mano18_T	1.1717156574190293
g__2023705	1.9661154617964915
Parapseudoflavitalea_muciniphila-_-MH002344--_PMP191F_T	3.04103758783726
Oenococcus_alcoholitolerans-_-HQ009794--_UFRJ-M7.2.18_T	4.420742743185105
Nocardioides_daphniae-_-AM398438--_D287_T	2.672311673553285
Amylibacter_kogurei-_-KY463497--_4G11_T	3.1506958819627235
Methylobacterium_symbioticum-_-MN154398--_CECT_9862_T	1.8610642926573862
Methanococcoides_methylutens-_-FR733669--_DSM2657_T	1.4439911510508072
Modestobacter_caceresii-_-JPMX01000078--_KNN45-2b_T	1.679326019378221
Kitasatospora_cystarginea-_-U93318--_JCM_7356_T	1.9443868897437802
Gelidibacter_flavus-_-KU513826--_Con4_T	2.810186066815064
Bifidobacterium_ramosum-_-KU051447--_TRE_M_T	2.600257303092028
Natronorubrum_texcoconense-_-AB935414--_JCM_17497_T	1.717705251426857
Leclercia_tamurae-_-OM987255--_H6S3T	0.9021065803949397
Sulfitobacter_brevis-_-Y16425--_Ekho_Lake-162_T	1.8793118940076565
Clostridium_innocuum-_-M23732--_B-3_T	3.8829608703403635
Natroniella_acetigena-_-FR749904--_DSM_9952_T	2.349606785243572
g__2811380	1.5771074307144406
Ureaplasma_parvum-_-AF073456--_ATCC27815_T	3.3077019575067697
g__2811387	2.1891965259286956
Brevibacillus_schisleri-_-MXAR01000000--_ATCC_35690_T	0.7722368826098305
Melaminivora_alkalimesophila-_-JQ676982--_CY1_T	2.380882322798681
Dielma_fastidiosa-_-JF824807--_JC13_T	1.9224684359056101
g__2291840	1.9588081661649428
Bradyrhizobium_huanghuaihaiense-_-HQ231463--_CCBAU_23303_T	0.9828941665373735
Prevotella_falsenii-_-AB429504--_04052_-=_JCM_15124-_T	3.7484335731186804
Homoserinibacter_gongjuensis-_-JQ639055--_5GH_26-15_T	1.4583132240120136
g__1779002	1.4855221451800542
Salinicola_rhizosphaerae-_-KF898345--_MSSRFH1_T	2.545450920933922
g__1653176	1.0003266093526475
g__1653174	1.5155272414759482
Neorhizobium_alkalisoli-_-EU074168--_CCBAU_01393_T	0.9435636478562768
Actibacter_haliotis-_-KC193210--_W113_T	2.6676758111060037
Deinococcus_malanensis-_-KT581022--_T93_T	2.984687438367338
Thermogemmatispora_carboxidivorans-_-KF193526--_PM5_T	3.049740996163352
Anoxynatronum_buryatiense-_-EU315116--_Su22_T	3.0372228595763477
Parabacteroides_chartae-_-JN029805--_NS31-3_T	1.8183994278368436
Actinocorallia_aurantiaca-_-AJ293701--_IMSNU_22193T_T	2.1093783010791367
Nucisporomicrobium_flavum-_-MW250207--_NEAU-24_T	1.0138689377466
Natronincola_ferrireducens-_-EU878275--_Z-0511_T	4.687054002102851
Chromohalobacter_beijerinckii-_-AB021386--_ATCC_19372_T	2.577188412571058
Anaerococcus_lactolyticus-_-AB673373--_JCM_8140_T	2.0427569742182023
g__2750262	1.9291828900030963
Streptomyces_chilikensis-_-JN050256--_RC_1830_T	1.3226455669285904
Halomonas_dongshanensis-_-ON692516--_aquaculturedongshan1T	3.2584669341668073
Zobellia_uliginosa-_-AB680724--_NBRC_14962_T	1.9003765874286687
Bifidobacterium_gallicum-_-D86189--_JCM_8224_T	2.7798483990338276
Flavobacterium_daejeonense-_-DQ222427--_GH1-10_T	2.7224822483459445
Dissulfurirhabdus_thermomarina-_-KU051627--_SH388_T	1.9932591248763902
Vibrio_oceanisediminis-_-KM099166--_S37_T	2.570531030150543
Streptomyces_justiciae-_-LC497890--_3R004_T	1.5792716957436947
Haematobacter_missouriensis-_-JFGS01000070--_CCUG_52307_T	1.4433018729552933
Halanaerobium_fermentans-_-AB023308--_R-9_LTP__T	3.1623950202304285
Sulfitobacter_indolifex-_-AJ550939--_Hel_45_T	1.4576793909401504
Muricauda_marina-_-KU315479--_H19-56_T	3.0753310574657915
Streptomyces_xantholiticus-_-AB184349--_NBRC_13354_T	1.2935026781264782
Buttiauxella_agrestis-_-AJ233400--_DSM_4586_T	1.367872953069278
Tunicatimonas_pelagia-_-AB602437--_N5DB8-4_T	2.2505976736502276
Collinsella_ihumii-_-LN881598--_GD8T	2.032961903960036
Syntrophomonas_bryantii-_-HE654006--_DSM_3014_T	4.5185365344589625
Alkalilimnicola_halodurans-_-AJ404972--_34Alc_LTP__T	1.5777877354160008
Legionella_lytica-_-X66835--_PCM_2298_T	1.7344494282669114
Tepidicella_xavieri-_-DQ295805--_TU-16_T	1.895433884770384
g__186191	1.7569099013876683
Bacillus_aerophilus-_-AJ831844--_28K_T	0.5843682658624112
Longibacter_salinarum-_-KU954547--_WDS2C18_T	1.9643210545868304
Nocardia_acidivorans-_-AM402972--_GW4-1778_T	1.712216767977556
Muribaculum_gordoncarteri-_-MK521455--_TLL-A4_T	5.250048307877947
Acinetobacter_brisouii-_-DQ832256--_5YN5-8_T	2.5668252013547845
Camelimonas_abortus-_-FR851926--_UK34/07-5_T	3.716521474892917
Neobacillus_mesonae-_-JX262263--_FJAT-13985_T	1.3227508009855686
g__2812952	2.474993424759236
Ideonella_dechloratans-_-X72724--_CCUG_30977_T	1.7538971534369057
Heliomicrobium_sulfidophilum-_-AF249678--_BR4_-T-_T	3.098917033134059
g__1241326	2.2339857131157586
Caenimonas_aquaedulcis-_-OL587860--_DR4-4T	1.7018826489800762
Streptomyces_bangladeshensis-_-AY750056--_AAB-4_T	1.3833744596945239
Trebonia_kvetii-_-MN209171--_15TR583_T	2.0363487225276744
Solimonas_flava-_-EF154515--_CW-KD_4_T	0.45175394072590447
Mesorhizobium_helmanticense-_-KT899885--_CSLC115N_T	1.0803259116480184
Tetragenococcus_osmophilus-_-EU522083--_T1_T	2.3919472004397075
Rhizobium_viscosum-_-AJ639832--_LMG_16473_T	0.9701698109284914
Heliorestis_daurensis-_-AF079102--_BT-H1_T	3.006965285055954
Aequorivita_echinoideorum-_-KM085326--_CC-CZW007_T	2.887615006064586
g__64895	1.1195533676557892
g__1817571	1.8115585858181402
Natronoglycomyces_albus-_-KY775645--_ACPA22_T	2.2967966888058333
Pedobacter_frigiditerrae-_-MK183015--_RP-1-13_T	3.032304645596965
Aliiroseovarius_sediminis-_-OM943767--_N1F302T	2.7459381114906227
Staphylococcus_saprophyticus_subsp._bovis-_-AB233327--_GTC_843_T	0.9666667905713419
Sediminibacterium_lactis-_-JQ638910--_LCJ02_T	2.5475867142120867
g__2282756	2.0596916700095296
Aridibacter_famidurans-_-KF245634--_A22_HD_4H_T	3.74373590583491
g__633413	1.8896739304141177
Microbulbifer_guangxiensis-_-OM349540--_L3T	1.7890479026926394
Acetobacter_pasteurianus-_-X71863--_NBRC_106471_LTP__T	1.3199557468070653
Rathayibacter_rubneri-_-ON892742--_ZWT2_19_T	1.4570484672402055
Paenibacillus_turpanensis-_-MT032315--_YIM_B00363_T	4.241588450471305
Streptomyces_inusitatus-_-AB184445--_NBRC_13601_T	1.3784590425528296
Azohydromonas_sediminis-_-MH046066--_SYSU_G00088_T	1.5527999416769793
Salisediminibacterium_selenitireducens-_-CP001791--_MLS10_T	1.8359067525718296
Geomonas_ferrireducens-_-MH915555--_S62_T	1.534811923705519
Micromonospora_lupini-_-AJ783996--_Lupac_14N_T	1.904612154056452
Lysobacter_selenitireducens-_-MZ643208--_13AT	1.2909871953595877
Pandoraea_pulmonicola-_-AF139175--_LMG_18106_T	1.444406361346238
Rhizobacter_dauci-_-AB297965--_H6_-=ATCC43778-_T	1.818645732803265
Microbacterium_zeae-_-KT003983--_1204_T	1.7953565475936257
Acetobacterium_wieringae-_-X96955--_DSM_1911_T	2.305581393671661
Pseudophaeobacter_flagellatus-_-OL635555--_MA21411-1_T	1.9488712141465174
Campylobacter_novaezeelandiae-_-MK791741--_B423b_T	1.5723169787057174
Aequorivita_todarodis-_-MF962575--_MYP2-2_T	3.527428590527444
Paenibacillus_solani-_-KM978206--_FJAT-22460_T	1.3576640870768542
Mannheimia_ovis-_-MH254941--_ZY170218_T	2.327054791792223
Bartonella_acomydis-_-AB602533--_KS2-1_T	1.1500507077179583
Mangrovibacter_phragmitis-_-KP319034--_MP23_T	1.5629424856663645
Pseudomonas_kermanshahensis-_-JABWRY000000000--_SWRI100T	0.5724357485449205
Anoxybacillus_caldiproteolyticus-_-AY327448--_ATCC_BAA-818-_DSM_15730_T	1.793514330232937
Massilia_agrisoli-_-MT514500--_MAHUQ-52T	1.7180249344264662
g__1392389	1.1432943981663406
Xenorhabdus_poinarii-_-X82253--_DSM_4768_T	1.5277699586412266
Bernardetia_litoralis-_-AB681019--_NBRC_15988_T	2.6825221114082307
Alteromonas_lipotrueae-_-JAESDJ010000001--_MD_674T	1.6355253413177113
Fusibacter_tunisiensis-_-FR851323--_BELH1_T	3.655726039428963
Photobacterium_frigidiphilum-_-AY538749--_SL13_T	2.2249072348176635
g__434	0.6832272232338858
Helicobacter_mastomyrinus-_-AY742307--_MIT_97-5574_T	2.3743423997190325
Pandoraea_capi-_-LR536850--_LMG_20602_T	1.7713936673760093
g__1172191	1.6750447536326099
Pedobacter_ginsenosidimutans-_-GU138374--_THG-45_T	1.8109608617465471
Liquorilactobacillus_vini-_-AJ576009--_CECT_5924_T	1.7534470597318175
Pseudomonas_moorei-_-AM293566--_RW10_T	1.192828130198178
Halorubrum_sodomense-_-AB663420--_JCM_8880_T	0.7783287984079827
Desulfocicer_niacini-_-FR733668--_DSM2650_T	2.513534193303614
Methanocella_conradii-_-JN048683--_HZ254_T	3.469851280413198
